start_id,end_id,cost_group,path_length,avg_cost,success,timestamp
55,0,standard,94347.56166462367,1.6726195353990894,True,2025-04-04 22:07:32
56,0,standard,102460.81969702183,1.5277496261608923,True,2025-04-04 22:07:36
57,0,standard,115274.93224671726,1.20935585884883,True,2025-04-04 22:07:39
58,0,standard,98047.8216440797,1.760396516897722,True,2025-04-04 22:07:43
59,0,standard,97205.94698548464,1.6797828039255582,True,2025-04-04 22:07:46
60,0,standard,135670.48502782907,1.5268287234392017,True,2025-04-04 22:07:53
61,0,standard,110616.98725665326,1.5694631750032124,True,2025-04-04 22:07:57
62,0,standard,113032.56016763592,1.259592662102906,True,2025-04-04 22:08:01
63,0,standard,92891.71427892058,1.520670860726675,True,2025-04-04 22:08:05
64,0,standard,100450.05953518006,1.629905063626971,True,2025-04-04 22:08:09
65,0,standard,88470.32250861157,1.585153752879073,True,2025-04-04 22:08:13
66,0,standard,134396.4982696087,1.4754787146117827,True,2025-04-04 22:08:19
67,0,standard,110003.41472186905,1.6489694966463626,True,2025-04-04 22:08:22
68,0,standard,117969.18205224082,1.7016280196513578,True,2025-04-04 22:08:28
69,0,standard,98610.57968923231,1.4886493104229563,True,2025-04-04 22:08:32
70,0,standard,123372.62013003221,1.4701617352983767,True,2025-04-04 22:08:37
71,0,standard,96167.58742910095,1.6643180898448033,True,2025-04-04 22:08:41
72,0,standard,97561.95432364596,1.6238856757403803,True,2025-04-04 22:08:45
73,0,standard,114834.0404636538,1.4249800789042781,True,2025-04-04 22:08:49
74,0,standard,117993.32876291944,1.4478425863024817,True,2025-04-04 22:08:53
75,0,standard,107299.49935346219,1.5007049757406532,True,2025-04-04 22:08:57
76,0,standard,104558.77898721004,1.7940400330345543,True,2025-04-04 22:09:02
77,0,standard,91077.3359200225,1.5726159642612385,True,2025-04-04 22:09:04
78,0,standard,115296.76990855801,1.4124126966994492,True,2025-04-04 22:09:09
79,0,standard,152911.63399151326,1.3925244736707867,True,2025-04-04 22:09:15
80,0,standard,94539.56514560513,1.6728842094506438,True,2025-04-04 22:09:19
81,0,standard,99555.20672143769,1.6238756792787463,True,2025-04-04 22:09:23
82,0,standard,89428.31906456598,1.4178636846030783,True,2025-04-04 22:09:26
83,0,standard,96005.10082775743,1.492912016345072,True,2025-04-04 22:09:30
84,0,standard,108274.59221192995,1.2348008954304568,True,2025-04-04 22:09:32
85,0,standard,135355.38070500828,1.4665612154265857,True,2025-04-04 22:09:39
86,0,standard,108891.2168584343,1.6735542723040657,True,2025-04-04 22:09:44
87,0,standard,113391.45130548907,1.5872177889886936,True,2025-04-04 22:09:48
88,0,standard,96310.39113652565,1.6100716652583607,True,2025-04-04 22:09:51
89,0,standard,152329.04766911967,1.4745496314105915,True,2025-04-04 22:09:57
90,0,standard,113924.03203021207,1.5597854786651597,True,2025-04-04 22:10:02
91,0,standard,162038.95887439893,1.3957375953996125,True,2025-04-04 22:10:09
92,0,standard,124749.60497813059,1.5974903917502539,True,2025-04-04 22:10:14
93,0,standard,122730.2222864736,1.444008350892402,True,2025-04-04 22:10:18
94,0,standard,89315.41820285047,1.4462414125337757,True,2025-04-04 22:10:21
95,0,standard,93612.11734395138,1.2078543477754906,True,2025-04-04 22:10:23
96,0,standard,110757.08724671521,1.222785290748544,True,2025-04-04 22:10:26
97,0,standard,101113.11471474737,1.6198057679271702,True,2025-04-04 22:10:30
98,0,standard,149725.50089881272,1.4090679516490774,True,2025-04-04 22:10:36
99,0,standard,143702.1627741474,1.5660949810182097,True,2025-04-04 22:10:43
0,1,standard,81072.95173137779,1.243468814628334,True,2025-04-04 22:10:44
1,1,standard,93559.21341438871,1.4225075628287944,True,2025-04-04 22:10:45
2,1,standard,100290.13966438305,1.0354944744458139,True,2025-04-04 22:10:46
3,1,standard,88323.42622315793,1.2934530043536718,True,2025-04-04 22:10:47
4,1,standard,109712.98313046152,1.0758495367158643,True,2025-04-04 22:10:48
5,1,standard,116887.0214545723,1.1076803212396171,True,2025-04-04 22:10:49
6,1,standard,97451.56275990407,1.0135750248551882,True,2025-04-04 22:10:50
7,1,standard,92292.34872315897,1.3713214600671155,True,2025-04-04 22:10:52
8,1,standard,106183.30606628934,1.136890257138128,True,2025-04-04 22:10:53
9,1,standard,99797.45588175095,1.2618413512694164,True,2025-04-04 22:10:54
10,1,standard,103752.0171218134,1.3646860326275159,True,2025-04-04 22:10:57
11,1,standard,112595.48096408206,1.1028329755115465,True,2025-04-04 22:10:58
12,1,standard,95744.91514775777,0.9969674860338517,True,2025-04-04 22:10:59
13,1,standard,109527.66456432844,1.4112728810821429,True,2025-04-04 22:11:01
14,1,standard,96021.1569699097,1.3103709535709067,True,2025-04-04 22:11:03
15,1,standard,104828.1961457979,1.0328232162302349,True,2025-04-04 22:11:04
16,1,standard,95785.01816873103,1.279812393857809,True,2025-04-04 22:11:06
17,1,standard,94290.63957775691,1.3411267126794642,True,2025-04-04 22:11:08
18,1,standard,97866.4584740191,1.3995366381699486,True,2025-04-04 22:11:10
19,1,standard,109149.13638996874,1.0945514772053122,True,2025-04-04 22:11:11
20,1,standard,106450.98555309839,1.284466562560883,True,2025-04-04 22:11:13
21,1,standard,98879.11342432677,1.4099022325634312,True,2025-04-04 22:11:15
22,1,standard,113584.0805282553,1.1108545290893737,True,2025-04-04 22:11:16
23,1,standard,97640.69677825375,1.2825330664165222,True,2025-04-04 22:11:17
24,1,standard,102035.67251076423,1.3785235990958467,True,2025-04-04 22:11:20
25,1,standard,87797.49027481014,1.3769549959420337,True,2025-04-04 22:11:22
26,1,standard,100860.0281730322,0.999534233618885,True,2025-04-04 22:11:23
27,1,standard,88943.46908659473,1.2593043777891846,True,2025-04-04 22:11:24
28,1,standard,103580.87686058282,1.4542508973430208,True,2025-04-04 22:11:26
29,1,standard,100090.21668880302,1.0175343112397461,True,2025-04-04 22:11:27
30,1,standard,99252.41148439057,1.2729154059746008,True,2025-04-04 22:11:28
31,1,standard,103096.56406175165,1.2754193490096137,True,2025-04-04 22:11:30
32,1,standard,86916.96708984657,1.3866769263242733,True,2025-04-04 22:11:31
33,1,standard,94236.71584978003,1.0111986214912774,True,2025-04-04 22:11:32
34,1,standard,118338.4132248813,1.09619824413712,True,2025-04-04 22:11:33
35,1,standard,89781.92859610452,1.2617762233282244,True,2025-04-04 22:11:34
36,1,standard,90010.2623510751,1.3902573542279266,True,2025-04-04 22:11:36
37,1,standard,95935.849794258,1.038169580665554,True,2025-04-04 22:11:37
38,1,standard,130323.31760451409,1.1104875508999306,True,2025-04-04 22:11:38
39,1,standard,107419.88788629274,1.3865441965448477,True,2025-04-04 22:11:41
40,1,standard,83607.9703642609,1.2841139321878283,True,2025-04-04 22:11:42
41,1,standard,114790.9939496043,1.1235111404799512,True,2025-04-04 22:11:43
42,1,standard,89639.10778972032,0.9705598123257103,True,2025-04-04 22:11:43
43,1,standard,89403.02315812717,1.301522623557823,True,2025-04-04 22:11:45
44,1,standard,84065.53245610079,1.264724810702999,True,2025-04-04 22:11:46
45,1,standard,90381.7887365813,1.265445077845749,True,2025-04-04 22:11:47
46,1,standard,110703.92337463237,1.104225764978668,True,2025-04-04 22:11:48
47,1,standard,87998.5963381217,0.9782766239307944,True,2025-04-04 22:11:49
48,1,standard,100631.0541440766,1.3894155557982222,True,2025-04-04 22:11:51
49,1,standard,111644.2976073387,1.3127606168919526,True,2025-04-04 22:11:53
50,1,standard,104395.22661923249,1.0954854185898117,True,2025-04-04 22:11:55
51,1,standard,90174.60651205415,1.320481042927271,True,2025-04-04 22:11:56
52,1,standard,82708.87364861327,1.2357193394608121,True,2025-04-04 22:11:56
53,1,standard,104311.70565033867,1.3346251372212063,True,2025-04-04 22:11:58
54,1,standard,87439.8822516863,1.3324297560657825,True,2025-04-04 22:11:59
55,1,standard,97061.65132254882,1.2607397157174591,True,2025-04-04 22:12:01
56,1,standard,96034.68353647411,1.4557158546205544,True,2025-04-04 22:12:03
57,1,standard,94512.84894248057,1.0902989322411787,True,2025-04-04 22:12:04
58,1,standard,99506.23269248211,1.0230181542553913,True,2025-04-04 22:12:04
59,1,standard,97418.50194573036,1.334070358906414,True,2025-04-04 22:12:06
60,1,standard,91271.06560842968,0.9877475821067,True,2025-04-04 22:12:07
61,1,standard,109842.15717647683,1.4137332766707387,True,2025-04-04 22:12:10
62,1,standard,94560.86819506505,1.403471404513266,True,2025-04-04 22:12:11
63,1,standard,96164.78072770077,1.3960477114990946,True,2025-04-04 22:12:14
64,1,standard,95003.64610107664,1.3655824217013464,True,2025-04-04 22:12:16
65,1,standard,108075.88682794815,1.4138831365060371,True,2025-04-04 22:12:18
66,1,standard,95562.96883033731,1.346561471327692,True,2025-04-04 22:12:20
67,1,standard,93863.66063327689,1.0086608591654758,True,2025-04-04 22:12:20
68,1,standard,100034.21498524812,1.3531007842721603,True,2025-04-04 22:12:22
69,1,standard,113927.10430873887,1.1697860859139009,True,2025-04-04 22:12:24
70,1,standard,88654.88378560988,1.344841832976136,True,2025-04-04 22:12:26
71,1,standard,107242.60306800855,1.3440130481617314,True,2025-04-04 22:12:28
72,1,standard,117910.73964169055,1.1011624452027535,True,2025-04-04 22:12:29
73,1,standard,118113.3861954923,1.105660545598483,True,2025-04-04 22:12:30
74,1,standard,90519.39376572965,1.0014502064682829,True,2025-04-04 22:12:31
75,1,standard,85467.17293665293,1.2820732635534666,True,2025-04-04 22:12:32
76,1,standard,84784.70389842098,1.2022118730750653,True,2025-04-04 22:12:33
77,1,standard,93947.0757454263,1.0933493359776054,True,2025-04-04 22:12:34
78,1,standard,108327.71605634716,1.0964576340573766,True,2025-04-04 22:12:35
79,1,standard,82867.87037419896,1.3489958757877296,True,2025-04-04 22:12:36
80,1,standard,93290.24805095089,1.3738648401135085,True,2025-04-04 22:12:38
81,1,standard,94669.53661922838,1.0158836754348652,True,2025-04-04 22:12:40
82,1,standard,115865.79546646815,1.121940974232802,True,2025-04-04 22:12:42
83,1,standard,82945.49833205347,1.3416353704084172,True,2025-04-04 22:12:43
84,1,standard,85353.88078020743,0.9321390916087957,True,2025-04-04 22:12:43
85,1,standard,95046.61275493505,0.9976983727728492,True,2025-04-04 22:12:44
86,1,standard,103977.83901205107,1.0654471486968498,True,2025-04-04 22:12:45
87,1,standard,91947.21020241913,1.0776526474051762,True,2025-04-04 22:12:46
88,1,standard,86676.5385293504,0.9442611478286898,True,2025-04-04 22:12:46
89,1,standard,96788.83918168237,0.9882203614757789,True,2025-04-04 22:12:47
90,1,standard,120699.56495046493,1.1090295135507093,True,2025-04-04 22:12:48
91,1,standard,124411.44827457775,1.0959483447400356,True,2025-04-04 22:12:49
92,1,standard,96494.8580211326,1.0147178908239407,True,2025-04-04 22:12:50
93,1,standard,95586.87300340296,1.34262436244162,True,2025-04-04 22:12:51
94,1,standard,101964.73510236452,1.2866790083464923,True,2025-04-04 22:12:53
95,1,standard,84410.02250148992,1.1983599276518606,True,2025-04-04 22:12:54
96,1,standard,112796.8298709543,1.0887321418454607,True,2025-04-04 22:12:55
97,1,standard,130588.89331433203,1.1172741978933594,True,2025-04-04 22:12:56
98,1,standard,92351.39138002862,1.3639242184484026,True,2025-04-04 22:12:58
99,1,standard,101306.18120046338,1.2630120226893697,True,2025-04-04 22:13:00
0,2,standard,123439.47335690887,0.8589387362438754,True,2025-04-04 22:13:00
1,2,standard,103540.30237874073,1.0801189755450673,True,2025-04-04 22:13:01
2,2,standard,88198.7077925367,1.481771995064826,True,2025-04-04 22:13:03
3,2,standard,104344.33226940977,1.3543486393356308,True,2025-04-04 22:13:06
4,2,standard,114513.85478365414,1.1751169644809027,True,2025-04-04 22:13:07
5,2,standard,110406.36408162776,1.1499004990742059,True,2025-04-04 22:13:09
6,2,standard,89415.38680376676,0.9455287627490352,True,2025-04-04 22:13:09
7,2,standard,107574.11775708565,1.2618376068687083,True,2025-04-04 22:13:12
8,2,standard,94565.06386793895,1.396905951491589,True,2025-04-04 22:13:14
9,2,standard,98575.52658941831,1.2992083535853989,True,2025-04-04 22:13:16
10,2,standard,99429.95674628283,0.998885918546894,True,2025-04-04 22:13:16
11,2,standard,95923.18894033204,1.379425664953477,True,2025-04-04 22:13:19
12,2,standard,83816.38984610504,0.9744020703041483,True,2025-04-04 22:13:19
13,2,standard,103521.21992628147,1.0782611739893007,True,2025-04-04 22:13:20
14,2,standard,98015.50952739466,1.091621850014756,True,2025-04-04 22:13:20
15,2,standard,105757.88747315847,0.8877359998297424,True,2025-04-04 22:13:21
16,2,standard,91443.56903972082,1.2337713531971295,True,2025-04-04 22:13:22
17,2,standard,106568.3103990482,1.3518283301727896,True,2025-04-04 22:13:24
18,2,standard,103182.86297359288,1.0917833286715672,True,2025-04-04 22:13:25
19,2,standard,97501.96578799904,1.1394626520183626,True,2025-04-04 22:13:26
20,2,standard,109330.38530677902,1.3221305884858405,True,2025-04-04 22:13:28
21,2,standard,85730.39393536095,1.4526052009357837,True,2025-04-04 22:13:30
22,2,standard,85748.58200106164,1.181446093545537,True,2025-04-04 22:13:31
23,2,standard,86551.2283597232,1.0671336634742765,True,2025-04-04 22:13:32
24,2,standard,91200.50259094065,1.4153263011845623,True,2025-04-04 22:13:34
25,2,standard,90958.83638284708,0.939927623542925,True,2025-04-04 22:13:34
26,2,standard,93223.10888500074,1.0685306358481184,True,2025-04-04 22:13:35
27,2,standard,99684.61797640723,1.34211213886112,True,2025-04-04 22:13:37
28,2,standard,108188.01882536827,0.9663028078466681,True,2025-04-04 22:13:38
29,2,standard,105128.77059070415,0.8922106212552475,True,2025-04-04 22:13:38
30,2,standard,109549.96517972456,1.3811039892305566,True,2025-04-04 22:13:41
31,2,standard,108454.28353929051,1.1196706480690377,True,2025-04-04 22:13:42
32,2,standard,90800.1681907598,0.9694604499435552,True,2025-04-04 22:13:42
33,2,standard,90755.36690597195,1.409791548736758,True,2025-04-04 22:13:44
34,2,standard,84822.69742346407,1.0529451140662682,True,2025-04-04 22:13:45
35,2,standard,106163.0088949388,1.3438343758096605,True,2025-04-04 22:13:47
36,2,standard,120573.62903905298,0.8567451146183445,True,2025-04-04 22:13:48
37,2,standard,87044.3950675772,1.0367751790249546,True,2025-04-04 22:13:48
38,2,standard,87021.41127782343,1.0120729066103662,True,2025-04-04 22:13:49
39,2,standard,86337.02141763644,1.0981118734962114,True,2025-04-04 22:13:49
40,2,standard,95031.79417604754,0.9551362236362988,True,2025-04-04 22:13:50
41,2,standard,112189.5792136533,1.35070988028582,True,2025-04-04 22:13:52
42,2,standard,84459.91384591018,1.5334013168950433,True,2025-04-04 22:13:54
43,2,standard,116007.44158162674,1.3531352425826109,True,2025-04-04 22:13:57
44,2,standard,102939.5136535864,1.2919387603313786,True,2025-04-04 22:13:59
45,2,standard,87020.72553670651,1.4512531983093777,True,2025-04-04 22:14:01
46,2,standard,114293.10328733016,1.3444278896494863,True,2025-04-04 22:14:04
47,2,standard,93478.37619119114,0.9557074768878245,True,2025-04-04 22:14:04
48,2,standard,92358.50761727263,0.946389987620437,True,2025-04-04 22:14:04
49,2,standard,95483.6404664702,1.483047409843966,True,2025-04-04 22:14:07
50,2,standard,121305.93249022025,0.8642029094565932,True,2025-04-04 22:14:07
51,2,standard,91175.37817518484,0.9832823607123813,True,2025-04-04 22:14:08
52,2,standard,111818.15888003171,1.3350445539272067,True,2025-04-04 22:14:10
53,2,standard,91870.77403474976,1.4509638724389655,True,2025-04-04 22:14:12
54,2,standard,101588.09611880012,0.9931121084724512,True,2025-04-04 22:14:13
55,2,standard,110407.79871537356,1.0228021024761862,True,2025-04-04 22:14:14
56,2,standard,105304.45522511369,1.3788742494895414,True,2025-04-04 22:14:16
57,2,standard,95991.05130830547,1.3261433928608442,True,2025-04-04 22:14:18
58,2,standard,102453.68616567814,1.0318977261011864,True,2025-04-04 22:14:19
59,2,standard,112220.49959696516,0.8705907908366628,True,2025-04-04 22:14:19
60,2,standard,108994.52074824474,1.1205242831800484,True,2025-04-04 22:14:20
61,2,standard,117254.26904402612,1.07260461203243,True,2025-04-04 22:14:21
62,2,standard,112890.74830720831,1.2383517109750275,True,2025-04-04 22:14:24
63,2,standard,84121.96015339259,1.1687218057532576,True,2025-04-04 22:14:24
64,2,standard,102487.66449045675,1.3382836120556676,True,2025-04-04 22:14:27
65,2,standard,106624.97511015405,1.361600247110301,True,2025-04-04 22:14:29
66,2,standard,129487.42984826179,0.9525207492061192,True,2025-04-04 22:14:30
67,2,standard,100732.34588738783,1.0503198065261399,True,2025-04-04 22:14:31
68,2,standard,107914.29480850339,1.0362072899306263,True,2025-04-04 22:14:31
69,2,standard,84831.50567021478,1.0443852571208472,True,2025-04-04 22:14:32
70,2,standard,95318.03028972136,1.4768585509763694,True,2025-04-04 22:14:34
71,2,standard,85004.78943015439,0.9685721078169277,True,2025-04-04 22:14:34
72,2,standard,110398.74762506215,1.2476199992947798,True,2025-04-04 22:14:37
73,2,standard,109363.70042886649,1.3728145650219625,True,2025-04-04 22:14:39
74,2,standard,120609.5851172716,0.8802489862898502,True,2025-04-04 22:14:40
75,2,standard,95338.3590922316,0.9744922480557714,True,2025-04-04 22:14:40
76,2,standard,117993.57191242783,0.879121015327134,True,2025-04-04 22:14:41
77,2,standard,90354.55214732846,1.221900183041976,True,2025-04-04 22:14:42
78,2,standard,98861.31991634342,1.031343959587013,True,2025-04-04 22:14:42
79,2,standard,112960.00804316138,1.3487154820598808,True,2025-04-04 22:14:45
80,2,standard,104094.21491137645,1.0676601306557014,True,2025-04-04 22:14:45
81,2,standard,101100.69394248261,1.3769572219808688,True,2025-04-04 22:14:48
82,2,standard,95577.98182861398,0.9966087324413043,True,2025-04-04 22:14:48
83,2,standard,119626.36688046306,1.2158533508824394,True,2025-04-04 22:14:51
84,2,standard,98019.66210475573,1.2931269408115635,True,2025-04-04 22:14:52
85,2,standard,91532.75738586034,1.0203011960069155,True,2025-04-04 22:14:53
86,2,standard,85432.36022444788,0.968785578982542,True,2025-04-04 22:14:53
87,2,standard,108399.22207990647,1.1246970628610353,True,2025-04-04 22:14:54
88,2,standard,105217.59589947853,0.8915613164882297,True,2025-04-04 22:14:55
89,2,standard,106059.50801897996,1.0982590120766442,True,2025-04-04 22:14:55
90,2,standard,93067.9616987431,1.0711884338035127,True,2025-04-04 22:14:56
91,2,standard,120980.39374022075,0.8457051176060499,True,2025-04-04 22:14:56
92,2,standard,99314.90675125185,1.0288918701517236,True,2025-04-04 22:14:57
93,2,standard,107530.21668880302,1.3379429610014237,True,2025-04-04 22:15:00
94,2,standard,126373.23747531109,0.9181847729888163,True,2025-04-04 22:15:00
95,2,standard,117464.86365573904,0.8719512622196481,True,2025-04-04 22:15:01
96,2,standard,88250.89702738951,1.0596494644782881,True,2025-04-04 22:15:02
97,2,standard,96105.30951033493,0.916860941197657,True,2025-04-04 22:15:02
98,2,standard,112335.74677328473,0.920700318374101,True,2025-04-04 22:15:02
99,2,standard,87532.24003064341,1.0531833834661264,True,2025-04-04 22:15:03
0,3,standard,91705.22098462605,1.065999741068718,True,2025-04-04 22:15:05
1,3,standard,103965.73550407184,1.406104805590616,True,2025-04-04 22:15:08
2,3,standard,103638.18767542033,1.4434204463246338,True,2025-04-04 22:15:11
3,3,standard,101043.9379068326,1.380342940581603,True,2025-04-04 22:15:14
4,3,standard,96332.20023505381,1.4381178142417115,True,2025-04-04 22:15:17
5,3,standard,108364.43505830702,1.350687300342342,True,2025-04-04 22:15:21
6,3,standard,100192.09157947409,1.103806315149964,True,2025-04-04 22:15:22
7,3,standard,99205.60388285015,1.6695415011463568,True,2025-04-04 22:15:26
8,3,standard,120005.2123191083,1.5268881174317888,True,2025-04-04 22:15:30
9,3,standard,95655.24674910333,1.3792644759126564,True,2025-04-04 22:15:32
10,3,standard,100700.37407450199,1.4490045276139514,True,2025-04-04 22:15:34
11,3,standard,121168.71342714316,1.3357769809051572,True,2025-04-04 22:15:38
12,3,standard,85854.343696827,1.4430621003258985,True,2025-04-04 22:15:40
13,3,standard,99027.53873591754,1.6246868250006707,True,2025-04-04 22:15:44
14,3,standard,101929.45369119011,1.4039608871469038,True,2025-04-04 22:15:47
15,3,standard,99310.78549910283,1.1489438019896048,True,2025-04-04 22:15:48
16,3,standard,106916.81860174143,1.344248262279269,True,2025-04-04 22:15:52
17,3,standard,87415.11256112237,1.518564730569981,True,2025-04-04 22:15:54
18,3,standard,112938.73919162044,1.3293553288086775,True,2025-04-04 22:15:58
19,3,standard,102805.55822057807,1.4570482949556893,True,2025-04-04 22:16:01
20,3,standard,95002.40301401299,1.1147084583637288,True,2025-04-04 22:16:03
21,3,standard,92473.16037701946,1.5948793221983328,True,2025-04-04 22:16:06
22,3,standard,92235.9441497135,1.5318422377507759,True,2025-04-04 22:16:09
23,3,standard,116585.96408444416,1.5232353518645916,True,2025-04-04 22:16:13
24,3,standard,82727.87336817445,1.4494355137970163,True,2025-04-04 22:16:15
25,3,standard,100119.0763906366,1.4853879348642112,True,2025-04-04 22:16:19
26,3,standard,91606.63572057705,1.3826591374867931,True,2025-04-04 22:16:21
27,3,standard,102238.31342995954,1.4995902988181664,True,2025-04-04 22:16:24
28,3,standard,115884.03482904738,1.5085930681349666,True,2025-04-04 22:16:28
29,3,standard,118036.43547144128,1.522817779313992,True,2025-04-04 22:16:32
30,3,standard,92896.51276487311,1.5821622589574702,True,2025-04-04 22:16:35
31,3,standard,79697.7162145515,1.6616704457072038,True,2025-04-04 22:16:37
32,3,standard,89780.95691591412,1.0719977477613778,True,2025-04-04 22:16:39
33,3,standard,94264.9352776286,1.3336327515407929,True,2025-04-04 22:16:40
34,3,standard,110725.12383033524,1.5068865376026788,True,2025-04-04 22:16:44
35,3,standard,100146.5385293504,1.4661890824449448,True,2025-04-04 22:16:47
36,3,standard,97812.2030338891,1.4909406171784418,True,2025-04-04 22:16:51
37,3,standard,83752.89759872813,1.4326672807664556,True,2025-04-04 22:16:53
38,3,standard,88143.36058921936,1.4090371926209255,True,2025-04-04 22:16:55
39,3,standard,108305.6839751173,1.4685668351606485,True,2025-04-04 22:16:58
40,3,standard,111792.9346324183,1.3376857281068208,True,2025-04-04 22:17:02
41,3,standard,91634.61230486495,1.3841480978779817,True,2025-04-04 22:17:04
42,3,standard,101027.3787834593,1.465502157746365,True,2025-04-04 22:17:08
43,3,standard,94286.71581284418,1.1563817855767868,True,2025-04-04 22:17:09
44,3,standard,98195.52682149436,1.4949908714064413,True,2025-04-04 22:17:12
45,3,standard,97206.62421928813,1.4446371492837604,True,2025-04-04 22:17:16
46,3,standard,127413.61470199292,1.4867720587656272,True,2025-04-04 22:17:20
47,3,standard,94848.44198333405,1.3363274465263952,True,2025-04-04 22:17:21
48,3,standard,111584.07205787773,1.4273880240213659,True,2025-04-04 22:17:25
49,3,standard,110254.20931370585,1.4695146838209,True,2025-04-04 22:17:28
50,3,standard,106489.77382818262,1.3645182645132312,True,2025-04-04 22:17:32
51,3,standard,102804.79805873631,1.4032741874310266,True,2025-04-04 22:17:35
52,3,standard,110527.25302892007,1.3615608316680503,True,2025-04-04 22:17:38
53,3,standard,86279.7253301394,1.563433201429852,True,2025-04-04 22:17:41
54,3,standard,130666.89566309722,1.5725959782040508,True,2025-04-04 22:17:45
55,3,standard,100122.28872382683,1.4094831144168587,True,2025-04-04 22:17:48
56,3,standard,123692.7803145665,1.4701054240508384,True,2025-04-04 22:17:51
57,3,standard,102725.63831284521,1.4059724357251397,True,2025-04-04 22:17:54
58,3,standard,86162.61752633711,1.53917019082553,True,2025-04-04 22:17:57
