timestamp_ms,x,y,velocity_north_ms,velocity_east_ms,heading_deg,acceleration_north_ms2,acceleration_east_ms2,goal_id,utm_x,utm_y
0,-981865.3072710792,8846759.273459952,0.2399999946355819,0.3100000023841858,37.74680455405379,0.0,0.0,0,-981865.3072710792,8846759.273459952
250,-981865.000268696,8846759.48880743,0.8613899163199394,1.2280095325616687,35.04782209566857,2.4855596867374303,3.6720381207099315,0,-981865.000268696,8846759.48880743
500,-981864.3744555721,8846759.897567043,1.6350384482191298,2.503252495553311,33.15118841798508,3.0945941275967614,5.10097185196657,0,-981864.3744555721,8846759.897567043
750,-981863.2660789374,8846760.585142285,2.7503009664538007,4.433506538646641,31.813164333167606,4.461050072938684,7.721016172373318,0,-981863.2660789374,8846760.585142285
1000,-981861.740431771,8846761.496906847,3.6470582468956056,6.102588665645666,30.863585693258948,3.5870291217672197,6.6763285079961,0,-981861.740431771,8846761.496906847
1250,-981859.7091774669,8846762.678465556,4.726234840504575,8.125017216508926,30.18610191143663,4.316706374435878,8.089714203453042,0,-981859.7091774669,8846762.678465556
1500,-981857.2149779528,8846764.101102604,5.690548188349656,9.976798056635472,29.699493221508362,3.857253391380322,7.4071233605061835,0,-981857.2149779528,8846764.101102604
1750,-981854.7785995475,8846765.47100008,5.479589906767089,9.745513621417007,29.34765244370714,-0.8438331263302672,-0.9251377408738577,0,-981854.7785995475,8846765.47100008
2000,-981852.3961751757,8846766.796670645,5.302682255469177,9.529697486944162,29.09320903853574,-0.7076306051916461,-0.8632645378913821,0,-981852.3961751757,8846766.796670645
2250,-981850.0636179046,8846768.084797716,5.15250828145629,9.330229084558372,28.9091540630164,-0.6006958960515476,-0.79787360954316,0,-981850.0636179046,8846768.084797716
2500,-981847.7768414073,8846769.340715142,5.023669707618233,9.147105988968924,28.77597123541739,-0.5153542953522283,-0.7324923823577905,0,-981847.7768414073,8846769.340715142
2750,-981845.531890924,8846770.568748916,4.912135095104192,8.9798019330701,28.679560212525534,-0.44613845005616426,-0.6692162235952992,0,-981845.531890924,8846770.568748916
3000,-981843.3250176174,8846771.772461737,4.814851282953515,8.827493226098087,28.609734214405897,-0.38913524860270954,-0.6092348278880522,0,-981843.3250176174,8846771.772461737
3250,-981841.1527170105,8846772.954829283,4.729470188152302,8.689202427718856,28.55913371486095,-0.3415243792048521,-0.553163193516923,0,-981841.1527170105,8846772.954829283
3500,-981839.0117446958,8846774.11836841,4.654156506963251,8.563889258317802,28.52244131669444,-0.30125472475620185,-0.5012526776042137,0,-981839.0117446958,8846774.11836841
3750,-981836.8991178216,8846775.265231395,4.587451942583913,8.450507496822919,28.495814509958826,-0.2668182575173539,-0.4535270459795342,0,-981836.8991178216,8846775.265231395
4000,-981834.8121078736,8846776.397276117,4.52817888320218,8.348039792135006,28.476475964822733,-0.2370922375269302,-0.4098708187516493,0,-981834.8121078736,8846776.397276117
4250,-981832.7482283532,8846777.516119024,4.475371631915983,8.25551808151108,28.462417668861036,-0.2112290051447907,-0.37008684249570933,0,-981832.7482283532,8846777.516119024
4500,-981830.7052196944,8846778.623175753,4.428226920412943,8.172034635107646,28.452187305001175,-0.18857884601215957,-0.33393378561373055,0,-981830.7052196944,8846778.623175753
4750,-981828.6810329369,8846779.719692744,4.38606796468881,8.096747029988292,28.444734017495836,-0.16863582289652967,-0.3011504204774198,0,-981828.6810329369,8846779.719692744
5000,-981826.6738131269,8846780.806772264,4.348318074154517,8.028879239958224,28.43929705744701,-0.15099956213717292,-0.27147116012027084,0,-981826.6738131269,8846780.806772264
5250,-981824.6818830535,8846781.885392522,4.314481037538513,7.967720293589995,28.43532537973178,-0.13534814646401472,-0.24463578547291576,0,-981824.6818830535,8846781.885392522
5500,-981822.7037276872,8846782.95642411,4.284126348557241,7.912621465232962,28.43241958143359,-0.1214187559250881,-0.22039531342813135,0,-981822.7037276872,8846782.95642411
5750,-981820.7379795276,8846784.020643588,4.256877914608873,7.862992638625637,28.430289962364654,-0.10899373579347227,-0.19851530642930015,0,-981820.7379795276,8846784.020643588
6000,-981818.7834049617,8846785.078744913,4.232405295787504,7.818298263574103,28.428726226900785,-0.09789047528547812,-0.17877750020613448,0,-981818.7834049617,8846785.078744913
6250,-981816.8388916667,8846786.131349113,4.210416800063333,7.778053179819252,28.42757558539979,-0.08795398289668199,-0.16098033501940634,0,-981816.8388916667,8846786.131349113
6500,-981814.9034370461,8846787.179012602,4.190653956587959,7.741818482525498,28.426726922538414,-0.07905137390149619,-0.1449387891750149,0,-981814.9034370461,8846787.179012602
6750,-981812.9761376617,8846788.222234359,4.172887024693254,7.70919753750268,28.426099344989463,-0.0710677275788214,-0.13048378009127148,0,-981812.9761376617,8846788.222234359
7000,-981811.0561796094,8846789.261462182,4.156911292257078,7.679832209276951,28.425633893309612,-0.06390292974470313,-0.11746131290291828,0,-981811.0561796094,8846789.261462182
7250,-981809.1465704022,8846790.295073494,4.134445250939867,7.63843682867326,28.42528754118928,-0.08986416526884611,-0.16558152241476165,0,-981809.1465704022,8846790.295073494
