,velocity_2d_ms,velocity_2d_ms,velocity_2d_ms,velocity_2d_ms,effective_slope,binned_r2,bin_regression_coef,bin_regression_intercept
,count,mean,std,median,mean,,,
slope_bin,,,,,,,,
"(-35, -30]",0,,,,,0.0007831636576669521,0.001134049549396003,5.635275327106603
"(-30, -25]",2,6.696,0.247,6.696,-25.887,0.0007831636576669521,0.001134049549396003,5.635275327106603
"(-25, -20]",2,4.007,1.904,4.007,-21.796,0.0007831636576669521,0.001134049549396003,5.635275327106603
"(-20, -15]",6,5.912,0.685,5.802,-18.007,0.0007831636576669521,0.001134049549396003,5.635275327106603
"(-15, -10]",10,5.644,0.663,5.683,-12.102,0.0007831636576669521,0.001134049549396003,5.635275327106603
"(-10, -5]",5,5.429,0.474,5.139,-7.722,0.0007831636576669521,0.001134049549396003,5.635275327106603
"(-5, 0]",11,5.962,0.799,6.067,-2.261,0.0007831636576669521,0.001134049549396003,5.635275327106603
"(0, 5]",14,5.571,0.593,5.595,1.979,0.0007831636576669521,0.001134049549396003,5.635275327106603
"(5, 10]",8,5.643,0.702,5.485,7.471,0.0007831636576669521,0.001134049549396003,5.635275327106603
"(10, 15]",7,5.386,0.435,5.208,11.448,0.0007831636576669521,0.001134049549396003,5.635275327106603
"(15, 20]",4,6.478,0.675,6.344,18.213,0.0007831636576669521,0.001134049549396003,5.635275327106603
"(20, 25]",2,6.046,0.625,6.046,21.449,0.0007831636576669521,0.001134049549396003,5.635275327106603
"(25, 30]",3,4.849,1.666,5.739,26.947,0.0007831636576669521,0.001134049549396003,5.635275327106603
"(30, 35]",1,3.987,,3.987,34.127,0.0007831636576669521,0.001134049549396003,5.635275327106603
