slope_bin,count,mean_speed,std_speed,median_speed,mean_slope,binned_r2,regression_coef,regression_intercept
"(-35, -30]",0,,,,,1.0,0.4052493438320211,3.8907427821522313
"(-30, -25]",0,,,,,1.0,0.4052493438320211,3.8907427821522313
"(-25, -20]",0,,,,,1.0,0.4052493438320211,3.8907427821522313
"(-20, -15]",0,,,,,1.0,0.4052493438320211,3.8907427821522313
"(-15, -10]",0,,,,,1.0,0.4052493438320211,3.8907427821522313
"(-10, -5]",0,,,,,1.0,0.4052493438320211,3.8907427821522313
"(-5, 0]",20,3.293,2.878,3.836,-1.475,1.0,0.4052493438320211,3.8907427821522313
"(0, 5]",11,4.065,2.063,4.911,0.43,1.0,0.4052493438320211,3.8907427821522313
"(5, 10]",0,,,,,1.0,0.4052493438320211,3.8907427821522313
"(10, 15]",0,,,,,1.0,0.4052493438320211,3.8907427821522313
"(15, 20]",0,,,,,1.0,0.4052493438320211,3.8907427821522313
"(20, 25]",0,,,,,1.0,0.4052493438320211,3.8907427821522313
"(25, 30]",0,,,,,1.0,0.4052493438320211,3.8907427821522313
"(30, 35]",0,,,,,1.0,0.4052493438320211,3.8907427821522313
