slope_bin,count,mean_speed,std_speed,median_speed,mean_slope,binned_r2,regression_coef,regression_intercept
"(-35, -30]",0,,,,,0.7250479437081734,-0.45908621237345276,3.6699051858213734
"(-30, -25]",0,,,,,0.7250479437081734,-0.45908621237345276,3.6699051858213734
"(-25, -20]",0,,,,,0.7250479437081734,-0.45908621237345276,3.6699051858213734
"(-20, -15]",0,,,,,0.7250479437081734,-0.45908621237345276,3.6699051858213734
"(-15, -10]",0,,,,,0.7250479437081734,-0.45908621237345276,3.6699051858213734
"(-10, -5]",2,6.255,0.673,6.255,-5.242,0.7250479437081734,-0.45908621237345276,3.6699051858213734
"(-5, 0]",8,2.978,3.049,2.391,-0.55,0.7250479437081734,-0.45908621237345276,3.6699051858213734
"(0, 5]",7,4.186,1.908,3.918,0.544,0.7250479437081734,-0.45908621237345276,3.6699051858213734
"(5, 10]",0,,,,,0.7250479437081734,-0.45908621237345276,3.6699051858213734
"(10, 15]",0,,,,,0.7250479437081734,-0.45908621237345276,3.6699051858213734
"(15, 20]",0,,,,,0.7250479437081734,-0.45908621237345276,3.6699051858213734
"(20, 25]",0,,,,,0.7250479437081734,-0.45908621237345276,3.6699051858213734
"(25, 30]",0,,,,,0.7250479437081734,-0.45908621237345276,3.6699051858213734
"(30, 35]",0,,,,,0.7250479437081734,-0.45908621237345276,3.6699051858213734
