slope_bin,count,mean_speed,std_speed,median_speed,mean_slope,binned_r2,regression_coef,regression_intercept
"(-35, -30]",0,,,,,0.03792426789398484,-0.005401968740737802,5.094246870408742
"(-30, -25]",0,,,,,0.03792426789398484,-0.005401968740737802,5.094246870408742
"(-25, -20]",2,5.693,0.051,5.693,-23.438,0.03792426789398484,-0.005401968740737802,5.094246870408742
"(-20, -15]",2,5.46,0.36,5.46,-18.774,0.03792426789398484,-0.005401968740737802,5.094246870408742
"(-15, -10]",6,4.341,2.395,4.58,-12.082,0.03792426789398484,-0.005401968740737802,5.094246870408742
"(-10, -5]",17,5.248,1.931,6.151,-7.045,0.03792426789398484,-0.005401968740737802,5.094246870408742
"(-5, 0]",25,4.683,1.814,4.612,-2.564,0.03792426789398484,-0.005401968740737802,5.094246870408742
"(0, 5]",30,5.02,1.715,5.425,2.486,0.03792426789398484,-0.005401968740737802,5.094246870408742
"(5, 10]",12,5.492,0.493,5.487,7.986,0.03792426789398484,-0.005401968740737802,5.094246870408742
"(10, 15]",4,4.715,1.37,5.125,13.302,0.03792426789398484,-0.005401968740737802,5.094246870408742
"(15, 20]",3,5.048,1.21,5.667,16.118,0.03792426789398484,-0.005401968740737802,5.094246870408742
"(20, 25]",3,5.257,0.128,5.271,21.321,0.03792426789398484,-0.005401968740737802,5.094246870408742
"(25, 30]",0,,,,,0.03792426789398484,-0.005401968740737802,5.094246870408742
"(30, 35]",0,,,,,0.03792426789398484,-0.005401968740737802,5.094246870408742
