slope_bin,count,mean_speed,std_speed,median_speed,mean_slope,binned_r2,regression_coef,regression_intercept
"(-35, -30]",0,,,,,0.0029195194457478646,0.011582647937158361,4.7187982767304515
"(-30, -25]",0,,,,,0.0029195194457478646,0.011582647937158361,4.7187982767304515
"(-25, -20]",0,,,,,0.0029195194457478646,0.011582647937158361,4.7187982767304515
"(-20, -15]",0,,,,,0.0029195194457478646,0.011582647937158361,4.7187982767304515
"(-15, -10]",0,,,,,0.0029195194457478646,0.011582647937158361,4.7187982767304515
"(-10, -5]",4,5.724,0.215,5.781,-6.59,0.0029195194457478646,0.011582647937158361,4.7187982767304515
"(-5, 0]",302,3.16,2.775,3.896,-1.003,0.0029195194457478646,0.011582647937158361,4.7187982767304515
"(0, 5]",83,4.373,2.144,4.897,0.658,0.0029195194457478646,0.011582647937158361,4.7187982767304515
"(5, 10]",3,5.62,0.351,5.643,7.091,0.0029195194457478646,0.011582647937158361,4.7187982767304515
"(10, 15]",0,,,,,0.0029195194457478646,0.011582647937158361,4.7187982767304515
"(15, 20]",0,,,,,0.0029195194457478646,0.011582647937158361,4.7187982767304515
"(20, 25]",0,,,,,0.0029195194457478646,0.011582647937158361,4.7187982767304515
"(25, 30]",0,,,,,0.0029195194457478646,0.011582647937158361,4.7187982767304515
"(30, 35]",0,,,,,0.0029195194457478646,0.011582647937158361,4.7187982767304515
