slope_bin,count,mean_speed,std_speed,median_speed,mean_slope,binned_r2,regression_coef,regression_intercept
"(-35, -30]",0,,,,,0.004945984129110403,-0.016109811031263223,4.650336816386579
"(-30, -25]",0,,,,,0.004945984129110403,-0.016109811031263223,4.650336816386579
"(-25, -20]",0,,,,,0.004945984129110403,-0.016109811031263223,4.650336816386579
"(-20, -15]",0,,,,,0.004945984129110403,-0.016109811031263223,4.650336816386579
"(-15, -10]",0,,,,,0.004945984129110403,-0.016109811031263223,4.650336816386579
"(-10, -5]",4,5.876,0.57,5.603,-6.971,0.004945984129110403,-0.016109811031263223,4.650336816386579
"(-5, 0]",295,3.206,2.728,3.407,-0.539,0.004945984129110403,-0.016109811031263223,4.650336816386579
"(0, 5]",90,3.875,2.6,4.329,0.923,0.004945984129110403,-0.016109811031263223,4.650336816386579
"(5, 10]",3,5.638,0.288,5.692,6.981,0.004945984129110403,-0.016109811031263223,4.650336816386579
"(10, 15]",0,,,,,0.004945984129110403,-0.016109811031263223,4.650336816386579
"(15, 20]",0,,,,,0.004945984129110403,-0.016109811031263223,4.650336816386579
"(20, 25]",0,,,,,0.004945984129110403,-0.016109811031263223,4.650336816386579
"(25, 30]",0,,,,,0.004945984129110403,-0.016109811031263223,4.650336816386579
"(30, 35]",0,,,,,0.004945984129110403,-0.016109811031263223,4.650336816386579
