slope_bin,count,mean_speed,std_speed,median_speed,mean_slope,binned_r2,regression_coef,regression_intercept
"(-35, -30]",0,,,,,1.0,-0.4245524296675194,4.577046035805626
"(-30, -25]",0,,,,,1.0,-0.4245524296675194,4.577046035805626
"(-25, -20]",0,,,,,1.0,-0.4245524296675194,4.577046035805626
"(-20, -15]",0,,,,,1.0,-0.4245524296675194,4.577046035805626
"(-15, -10]",0,,,,,1.0,-0.4245524296675194,4.577046035805626
"(-10, -5]",0,,,,,1.0,-0.4245524296675194,4.577046035805626
"(-5, 0]",10,4.929,2.211,5.827,-0.829,1.0,-0.4245524296675194,4.577046035805626
"(0, 5]",15,4.265,2.275,5.384,0.735,1.0,-0.4245524296675194,4.577046035805626
"(5, 10]",0,,,,,1.0,-0.4245524296675194,4.577046035805626
"(10, 15]",0,,,,,1.0,-0.4245524296675194,4.577046035805626
"(15, 20]",0,,,,,1.0,-0.4245524296675194,4.577046035805626
"(20, 25]",0,,,,,1.0,-0.4245524296675194,4.577046035805626
"(25, 30]",0,,,,,1.0,-0.4245524296675194,4.577046035805626
"(30, 35]",0,,,,,1.0,-0.4245524296675194,4.577046035805626
