slope_bin,count,mean_speed,std_speed,median_speed,mean_slope,binned_r2,regression_coef,regression_intercept
"(-35, -30]",0,,,,,4.911794852091589e-05,0.0013883046238481103,4.728639629782404
"(-30, -25]",0,,,,,4.911794852091589e-05,0.0013883046238481103,4.728639629782404
"(-25, -20]",0,,,,,4.911794852091589e-05,0.0013883046238481103,4.728639629782404
"(-20, -15]",0,,,,,4.911794852091589e-05,0.0013883046238481103,4.728639629782404
"(-15, -10]",0,,,,,4.911794852091589e-05,0.0013883046238481103,4.728639629782404
"(-10, -5]",5,5.783,0.164,5.851,-7.042,4.911794852091589e-05,0.0013883046238481103,4.728639629782404
"(-5, 0]",608,3.157,2.758,3.96,-1.001,4.911794852091589e-05,0.0013883046238481103,4.728639629782404
"(0, 5]",159,4.439,2.179,5.146,0.68,4.911794852091589e-05,0.0013883046238481103,4.728639629782404
"(5, 10]",5,5.536,0.409,5.423,7.681,4.911794852091589e-05,0.0013883046238481103,4.728639629782404
"(10, 15]",0,,,,,4.911794852091589e-05,0.0013883046238481103,4.728639629782404
"(15, 20]",0,,,,,4.911794852091589e-05,0.0013883046238481103,4.728639629782404
"(20, 25]",0,,,,,4.911794852091589e-05,0.0013883046238481103,4.728639629782404
"(25, 30]",0,,,,,4.911794852091589e-05,0.0013883046238481103,4.728639629782404
"(30, 35]",0,,,,,4.911794852091589e-05,0.0013883046238481103,4.728639629782404
