slope_bin,count,mean_speed,std_speed,median_speed,mean_slope,binned_r2,regression_coef,regression_intercept
"(-35, -30]",0,,,,,0.0026005272170649407,0.001196438379244076,5.054033852175429
"(-30, -25]",1,5.855,,5.855,-25.615,0.0026005272170649407,0.001196438379244076,5.054033852175429
"(-25, -20]",16,5.548,0.749,5.773,-22.471,0.0026005272170649407,0.001196438379244076,5.054033852175429
"(-20, -15]",10,5.298,1.639,5.677,-17.592,0.0026005272170649407,0.001196438379244076,5.054033852175429
"(-15, -10]",31,4.522,2.322,5.149,-11.901,0.0026005272170649407,0.001196438379244076,5.054033852175429
"(-10, -5]",79,4.516,2.041,4.973,-7.056,0.0026005272170649407,0.001196438379244076,5.054033852175429
"(-5, 0]",113,4.893,1.829,5.18,-2.564,0.0026005272170649407,0.001196438379244076,5.054033852175429
"(0, 5]",114,5.289,1.379,5.56,2.641,0.0026005272170649407,0.001196438379244076,5.054033852175429
"(5, 10]",61,5.131,1.106,5.406,7.266,0.0026005272170649407,0.001196438379244076,5.054033852175429
"(10, 15]",26,4.907,1.414,5.191,12.093,0.0026005272170649407,0.001196438379244076,5.054033852175429
"(15, 20]",10,5.318,0.384,5.405,16.74,0.0026005272170649407,0.001196438379244076,5.054033852175429
"(20, 25]",18,4.663,1.497,5.202,22.01,0.0026005272170649407,0.001196438379244076,5.054033852175429
"(25, 30]",3,5.54,0.277,5.556,26.433,0.0026005272170649407,0.001196438379244076,5.054033852175429
"(30, 35]",0,,,,,0.0026005272170649407,0.001196438379244076,5.054033852175429
