slope_bin,count,mean_speed,std_speed,median_speed,mean_slope,binned_r2,regression_coef,regression_intercept
"(-35, -30]",0,,,,,0.5092734210449347,-0.02672959057108362,5.105051362262196
"(-30, -25]",3,5.698,0.217,5.73,-25.814,0.5092734210449347,-0.02672959057108362,5.105051362262196
"(-25, -20]",28,6.062,0.996,6.383,-22.583,0.5092734210449347,-0.02672959057108362,5.105051362262196
"(-20, -15]",16,6.056,1.057,6.335,-17.666,0.5092734210449347,-0.02672959057108362,5.105051362262196
"(-15, -10]",60,4.565,2.236,5.858,-11.553,0.5092734210449347,-0.02672959057108362,5.105051362262196
"(-10, -5]",139,4.667,1.803,5.139,-7.296,0.5092734210449347,-0.02672959057108362,5.105051362262196
"(-5, 0]",212,5.319,1.78,6.026,-2.65,0.5092734210449347,-0.02672959057108362,5.105051362262196
"(0, 5]",202,5.675,1.318,6.042,2.634,0.5092734210449347,-0.02672959057108362,5.105051362262196
"(5, 10]",130,5.125,1.228,5.441,7.186,0.5092734210449347,-0.02672959057108362,5.105051362262196
"(10, 15]",50,4.319,2.111,5.087,12.562,0.5092734210449347,-0.02672959057108362,5.105051362262196
"(15, 20]",21,5.004,1.632,5.88,17.119,0.5092734210449347,-0.02672959057108362,5.105051362262196
"(20, 25]",44,4.453,1.294,4.339,22.184,0.5092734210449347,-0.02672959057108362,5.105051362262196
"(25, 30]",4,4.322,0.204,4.375,25.713,0.5092734210449347,-0.02672959057108362,5.105051362262196
"(30, 35]",0,,,,,0.5092734210449347,-0.02672959057108362,5.105051362262196
