slope_bin,count,mean_speed,std_speed,median_speed,mean_slope,binned_r2,regression_coef,regression_intercept
"(-35, -30]",0,,,,,0.7912953745467366,0.1858750539582761,5.220463355946753
"(-30, -25]",0,,,,,0.7912953745467366,0.1858750539582761,5.220463355946753
"(-25, -20]",0,,,,,0.7912953745467366,0.1858750539582761,5.220463355946753
"(-20, -15]",0,,,,,0.7912953745467366,0.1858750539582761,5.220463355946753
"(-15, -10]",3,2.341,3.031,1.082,-12.58,0.7912953745467366,0.1858750539582761,5.220463355946753
"(-10, -5]",4,4.749,1.918,5.412,-6.716,0.7912953745467366,0.1858750539582761,5.220463355946753
"(-5, 0]",7,4.916,1.568,5.152,-2.668,0.7912953745467366,0.1858750539582761,5.220463355946753
"(0, 5]",7,5.263,0.953,5.376,2.527,0.7912953745467366,0.1858750539582761,5.220463355946753
"(5, 10]",1,3.847,,3.847,8.562,0.7912953745467366,0.1858750539582761,5.220463355946753
"(10, 15]",1,5.224,,5.224,11.831,0.7912953745467366,0.1858750539582761,5.220463355946753
"(15, 20]",1,5.433,,5.433,17.332,0.7912953745467366,0.1858750539582761,5.220463355946753
"(20, 25]",0,,,,,0.7912953745467366,0.1858750539582761,5.220463355946753
"(25, 30]",0,,,,,0.7912953745467366,0.1858750539582761,5.220463355946753
"(30, 35]",0,,,,,0.7912953745467366,0.1858750539582761,5.220463355946753
