slope_bin,count,mean_speed,std_speed,median_speed,mean_slope,binned_r2,regression_coef,regression_intercept
"(-35, -30]",0,,,,,0.017743804369333205,0.013363132278033242,5.400268969092702
"(-30, -25]",0,,,,,0.017743804369333205,0.013363132278033242,5.400268969092702
"(-25, -20]",0,,,,,0.017743804369333205,0.013363132278033242,5.400268969092702
"(-20, -15]",0,,,,,0.017743804369333205,0.013363132278033242,5.400268969092702
"(-15, -10]",1,5.988,,5.988,-12.073,0.017743804369333205,0.013363132278033242,5.400268969092702
"(-10, -5]",3,5.681,1.082,5.69,-6.437,0.017743804369333205,0.013363132278033242,5.400268969092702
"(-5, 0]",7,4.806,1.127,5.012,-3.224,0.017743804369333205,0.013363132278033242,5.400268969092702
"(0, 5]",7,5.627,1.265,5.783,3.165,0.017743804369333205,0.013363132278033242,5.400268969092702
"(5, 10]",1,5.141,,5.141,6.751,0.017743804369333205,0.013363132278033242,5.400268969092702
"(10, 15]",1,4.948,,4.948,13.47,0.017743804369333205,0.013363132278033242,5.400268969092702
"(15, 20]",1,4.99,,4.99,19.835,0.017743804369333205,0.013363132278033242,5.400268969092702
"(20, 25]",0,,,,,0.017743804369333205,0.013363132278033242,5.400268969092702
"(25, 30]",0,,,,,0.017743804369333205,0.013363132278033242,5.400268969092702
"(30, 35]",0,,,,,0.017743804369333205,0.013363132278033242,5.400268969092702
