slope_bin,count,mean_speed,std_speed,median_speed,mean_slope,binned_r2,regression_coef,regression_intercept
"(-35, -30]",0,,,,,0.1464478173024023,-0.08430740480057894,5.229115645875294
"(-30, -25]",0,,,,,0.1464478173024023,-0.08430740480057894,5.229115645875294
"(-25, -20]",0,,,,,0.1464478173024023,-0.08430740480057894,5.229115645875294
"(-20, -15]",0,,,,,0.1464478173024023,-0.08430740480057894,5.229115645875294
"(-15, -10]",0,,,,,0.1464478173024023,-0.08430740480057894,5.229115645875294
"(-10, -5]",3,6.804,0.424,6.884,-7.067,0.1464478173024023,-0.08430740480057894,5.229115645875294
"(-5, 0]",203,4.595,2.041,5.397,-0.291,0.1464478173024023,-0.08430740480057894,5.229115645875294
"(0, 5]",91,3.814,2.485,4.928,0.662,0.1464478173024023,-0.08430740480057894,5.229115645875294
"(5, 10]",2,5.649,0.087,5.649,7.342,0.1464478173024023,-0.08430740480057894,5.229115645875294
"(10, 15]",0,,,,,0.1464478173024023,-0.08430740480057894,5.229115645875294
"(15, 20]",0,,,,,0.1464478173024023,-0.08430740480057894,5.229115645875294
"(20, 25]",0,,,,,0.1464478173024023,-0.08430740480057894,5.229115645875294
"(25, 30]",0,,,,,0.1464478173024023,-0.08430740480057894,5.229115645875294
"(30, 35]",0,,,,,0.1464478173024023,-0.08430740480057894,5.229115645875294
