slope_bin,count,mean_speed,std_speed,median_speed,mean_slope,binned_r2,regression_coef,regression_intercept
"(-35, -30]",0,,,,,1.0,0.28780068728522334,4.633388316151203
"(-30, -25]",0,,,,,1.0,0.28780068728522334,4.633388316151203
"(-25, -20]",0,,,,,1.0,0.28780068728522334,4.633388316151203
"(-20, -15]",0,,,,,1.0,0.28780068728522334,4.633388316151203
"(-15, -10]",0,,,,,1.0,0.28780068728522334,4.633388316151203
"(-10, -5]",1,5.244,,5.244,-8.611,1.0,0.28780068728522334,4.633388316151203
"(-5, 0]",40,4.501,2.091,5.482,-0.46,1.0,0.28780068728522334,4.633388316151203
"(0, 5]",19,4.836,2.079,5.545,0.704,1.0,0.28780068728522334,4.633388316151203
"(5, 10]",1,5.344,,5.344,5.368,1.0,0.28780068728522334,4.633388316151203
"(10, 15]",0,,,,,1.0,0.28780068728522334,4.633388316151203
"(15, 20]",0,,,,,1.0,0.28780068728522334,4.633388316151203
"(20, 25]",0,,,,,1.0,0.28780068728522334,4.633388316151203
"(25, 30]",0,,,,,1.0,0.28780068728522334,4.633388316151203
"(30, 35]",0,,,,,1.0,0.28780068728522334,4.633388316151203
